529609.3,-66.8713,522882.2,-68.0558,524701.8,-67.9764
535164,-67.1708,527774.6,-68.3597,529470.2,-68.2636
538484.7,-67.0282,530416,-68.166,532141.6,-68.0802
537188,-67.2088,529901.4,-68.3268,531606,-68.2161
534877.9,-67.2825,527764,-68.5107,529579.1,-68.425
533602.3,-67.2957,526466.4,-68.4477,528347.4,-68.3503
538974.2,-67.6116,531366.2,-68.709,533185.5,-68.5972
536731.7,-67.0972,529223.7,-68.25,531007.9,-68.1445
536836,-67.6174,529600.1,-68.8055,531458.6,-68.7144
536598.5,-66.5909,528644.6,-67.808,530314.4,-67.732
538020.9,-67.0821,530766.9,-68.3454,532580.4,-68.2708
535715.3,-66.9844,528482.4,-68.126,530248.7,-68.0342
535015.8,-66.7517,528172.8,-67.9981,530089.3,-67.9063
537353,-67.6841,530624.8,-68.9338,532583.7,-68.8418
534042.4,-67.7535,526473.7,-68.9315,528098.7,-68.8268
535487.5,-67.1772,528810.6,-68.4232,530525.2,-68.3398
538207.5,-67.0497,531331.1,-68.2437,533085,-68.1665
534485,-67.8251,528017.3,-68.9877,529961,-68.8772
534918.1,-66.5437,528009.1,-67.7111,529954,-67.6439
533869.6,-66.894,526888.5,-68.1889,528878,-68.1222
537098.5,-66.9176,530447,-68.1526,532118.6,-68.0423
533247,-67.675,526431.5,-68.8684,528261.7,-68.7787
536698.3,-67.7234,529642.4,-68.8865,531420,-68.7732
539006,-67.1574,531138.2,-68.3362,532852.5,-68.2407
532404.1,-66.9259,525529.9,-68.1091,527409.9,-68.0127
534256.5,-66.5254,527397.8,-67.7484,529359.6,-67.6627
539774.2,-67.2157,532030.6,-68.4267,533783.6,-68.3592
533010.3,-66.6321,526377.2,-67.8684,528243.6,-67.802
534097.7,-66.7891,526774.2,-67.9199,528594,-67.8376
540104.8,-67.1662,533222.7,-68.3028,535055.1,-68.2197
535160.9,-67.3776,528222.1,-68.5592,529966.6,-68.4514
536293.3,-66.8349,528984.9,-68.0774,530740.5,-68.0099
537348.1,-67.4321,529891,-68.6063,531731.5,-68.5152
538705.1,-67.6183,531347.8,-68.8351,532984.5,-68.7401
533541.1,-66.2546,526280.5,-67.431,528286.6,-67.3648
534526.9,-67.2995,527336.5,-68.523,529270.1,-68.438
537040,-67.4784,530171.9,-68.7324,532027.1,-68.6514
536709.5,-66.7482,528938.2,-67.925,530786.6,-67.8521
532067.3,-66.8447,525437.2,-68.0685,527447.7,-68.0055
539450.6,-67.5594,532019.6,-68.6595,533701.5,-68.5454
532860.1,-67.1553,525550.4,-68.2404,527255.4,-68.1293
538065,-66.6426,530569,-67.8338,532372.8,-67.7414
535666.3,-67.0624,528624.4,-68.2892,530459.6,-68.2133
532211.5,-67.956,524895.6,-69.0929,526513.1,-68.9854
536847.7,-66.8016,529177.7,-67.9907,530922,-67.8963
533426,-67.5333,526686.2,-68.7329,528396.7,-68.6327
532449.2,-66.572,525846.8,-67.7566,527650.4,-67.6534
532543.1,-66.7905,525741.9,-68.0067,527516.7,-67.9075
533255.7,-67.3868,526351.1,-68.5557,528234.3,-68.4642
536792.4,-67.5832,530007.6,-68.852,531693.7,-68.7464
531392.5,-66.9721,524571.4,-68.143,526395.8,-68.0441
533099.4,-66.7841,526598.5,-68.0568,528477.6,-67.9697
535331.4,-67.3199,528247.3,-68.4518,530000.1,-68.3559
535712.4,-67.2569,529228.4,-68.523,530946.6,-68.415
531677.2,-66.7672,525010.2,-68.0594,526811,-67.9888
538455.4,-66.8296,531226.9,-67.9729,532884.3,-67.8931
535009.6,-67.7065,527991.5,-68.92,529854.5,-68.8223
537025.1,-68.421,529750,-69.4794,531360.1,-69.3561
533487.3,-67.6169,526285.5,-68.6996,527958.1,-68.5824
536540.5,-66.3985,529971.2,-67.5869,531734.3,-67.507
534117.4,-66.8451,526408.6,-68.1111,528032.7,-68.0083
535662.8,-67.0541,528651.3,-68.2532,530612.9,-68.1862
534946.5,-67.1617,528239.9,-68.2701,529936.7,-68.1503
532842.8,-66.9784,526001.8,-68.1287,527762.2,-68.0149
534919.8,-67.7842,528321.8,-68.9832,530240.8,-68.8952
